task_id              , attempt, benchmark            , benchmark_version                                        , repo          , repo_label, language , agent      , model_version                  , condition, status  , runtime_sec, token_input, token_output, estimated_cost     , tool_calls, shell_commands, file_reads, search_actions, files_edited, patch_size, first_file_opened, first_file_edited, first_test_command, bitloops_context_tokens, evaluator_result
astral-sh__ruff-15394,       2, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , unsolved,     128.489,          22,         5177, 0.51849355         ,         21,               ,           ,              0,            3,       5440,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
astral-sh__ruff-15443,       2, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,      93.612,         542,         3428, 0.3399665          ,         18,               ,           ,              0,            4,       3332,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15543,       2, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     151.319,         911,         2935, 0.5284323999999999 ,         15,               ,           ,              0,            3,       4790,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15626,       2, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , unsolved,     173.629,         765,         4565, 0.5465316999999998 ,         20,               ,           ,              0,            3,       4970,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
astral-sh__ruff-15309,       3, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     177.932,          26,         5075, 0.65673925         ,         24,               ,           ,              0,            3,       3536,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15330,       3, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     224.809,         733,         8470, 0.64954775         ,         14,               ,           ,              0,            3,       4084,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15356,       3, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     496.57 ,          22,        16534, 1.3644549          ,         20,               ,           ,              0,            2,       1455,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15394,       3, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , unsolved,     151.786,         385,         5125, 0.4307429          ,         16,               ,           ,              0,            3,       4727,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
astral-sh__ruff-15443,       3, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     120.679,         326,         4215, 0.43799910000000003,         21,               ,           ,              0,            4,       2975,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15543,       3, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     170.036,          19,         4670, 0.5802338          ,         17,               ,           ,              0,            3,       2973,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15626,       3, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     167.543,         760,         3564, 0.48633080000000006,         14,               ,           ,              0,            3,       5135,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15309,       4, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     211.111,          39,         7465, 0.9923185999999999 ,         37,               ,           ,              0,            3,       3497,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15330,       4, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     328.999,          15,        14784, 0.8658192499999999 ,         14,               ,           ,              0,            2,       2708,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15356,       4, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     236.863,          19,         8501, 0.7636006499999999 ,         17,               ,           ,              0,            2,       2050,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15394,       4, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , unsolved,     121.192,         381,         4551, 0.3593927          ,         12,               ,           ,              0,            3,       4367,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": false, ""unresolved"": true, ""error"": false}"
astral-sh__ruff-15443,       4, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     120.924,        2009,         4409, 0.5157200000000002 ,         27,               ,           ,              0,            4,       3332,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15543,       4, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     236.876,          20,         4920, 0.5939209000000001 ,         20,               ,           ,              0,            3,       2998,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
astral-sh__ruff-15626,       4, swebench_multilingual, datasets/swebench_multilingual.test.ruff.jsonl|split=test, astral-sh/ruff, astral-sh , astral-sh, claude_code, eu.anthropic.claude-opus-4-6-v1, baseline , solved  ,     264.887,        1506,         4984, 0.5344090499999998 ,         20,               ,           ,              0,            3,       5135,                  ,                  ,                   ,                        , "{""source"": ""summary_ids"", ""submitted"": true, ""resolved"": true, ""unresolved"": false, ""error"": false}"
